abdominal_pain;Abdominal Pain;;;;;;;;;;;Ñòðàäåò îò áîëè â æèâîòå;;x
vomiting_desc;This [GetGirlWomanBoyMan] is vomiting periodically - inability to keep food and drink down will drain [GetHerHis] energy.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] ñòðàäàåò îò ïåðèîäè÷åñêîé ðâîòû, ÷òî ïðåïÿòñòâóåò óñâîåíèþ ïèùè è âîäû, îñëàáëÿÿ îðãàíèçì.;;x
war_elephant_leader;War Elephant Leader;;;;;;;;;;;Ìàñòåð áîåâûõ ñëîíîâ;;x
war_elephant_leader_desc;This [GetGirlWomanBoyMan] has mastered the tactical use of war elephants in battle.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] îâëàäåë[_] òàêòèêîé èñïîëüçîâàíèÿ áîåâûõ ñëîíîâ.;;x
weak;Weak;;;;;;;;;;;Ñëàá[_ûé];;x
weak_death;of poor physique;;;;;;;;;;;îò íåìîùè;;x
weak_desc;This [GetGirlWomanBoyMan] has been cursed with a weak physique.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] ñëàá[_] îò ðîæäåíèÿ.;;x
west_african_leader;Spirit Warrior;;;;;;;;;;;Äóõîâíûé âîèí;;x
west_african_leader_desc;This [GetGirlWomanBoyMan] is accustomed to fighting in the desert and traveling light.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] ïðèâûê[__] ñðàæàòüñÿ â ïóñòûíå è ïóòåøåñòâîâàòü íàëåãêå.;;x
willful;Willful;;;;;;;;;;;Âîëåâ[__îé];;x
willful_desc;This [GetBoyGirl] is stubborn and strong-willed, and doesn't obey or give way easily. Can develop into: §YAmbitious§!, §YBrave§! or §YStubborn§!.;;;;;;;;;;;Ó ýò[__îãî] [__ðåá¸íêà] ñèëüíûé õàðàêòåð, [_åãî] íåëåãêî ïîä÷èíèòü èëè ñáèòü ñ ïóòè. Ìîæåò âûðàñòè: §Yàìáèöèîçí[_ûì]§!, §Yõðàáð[_ûì]§! èëè §Yóïðÿì[_ûì]§!.;;x
winter_soldier;Winter Soldier;;;;;;;;;;;Çèìíèé âîèí;;x
winter_soldier_desc;This [GetGirlWomanBoyMan] has mastered the art of fighting during winter and knows how to turn the fierce elements into an advantage.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] îâëàäåë[_] èñêóññòâîì âåäåíèÿ áîÿ â óñëîâèÿõ çèìû è çíàåò, êàê ïðèìåíèòü å¸ ñóðîâûå ÷åðòû ñ ïîëüçîé;;x
wounded;Wounded;;;;;;;;;;;Ðàíåí[_ûé];;x
wounded_death;of an infected wound;;;;;;;;;;;îò çàðàæåíèÿ ðàíû;;x
wounded_desc;This [GetGirlWomanBoyMan] has been seriously injured, but the damage should heal, given time.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] áûë[_] ñåðü¸çíî ðàíåí[_], íî ñî âðåìåíåì ïîïðàâèòñÿ.;;x
wroth;Wroth;;;;;;;;;;;Ãíåâí[_ûé];;x
wroth_desc;The fifth deadly sin is Wrath, 'Ira', and this [GetGirlWomanBoyMan] certainly has a hot temper.;;;;;;;;;;;Ãíåâ - ïÿòûé ñìåðòíûé ãðåõ, à ýò[_îò] [__ïåðñîíàæ], áåçóñëîâíî, îáëàäàåò î÷åíü âñïûëü÷èâûì õàðàêòåðîì.;;x
zealous;Zealous;;;;;;;;;;;Íàáîæí[_ûé];;x
zealous_desc;This [GetGirlWomanBoyMan] burns with religious fervor and cannot tolerate heretics, infidels, or heathens.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] âåñüìà ðåëèãèîç[_åí] è òåðïåòü íå ìîæåò åðåòèêîâ, íåâåðíûõ è ÿçû÷íèêîâ.;;x
zodiac_aquarius;Aquarius;;;;;;;;;;;Âîäîëåé;;x
zodiac_aquarius_desc;This [GetGirlWomanBoyMan] was born under the sign of Aquarius, which is commonly associated with introversion and eccentricity.\nOriginally developed by the Babylonians, Astrology was later adopted by the Greeks and Romans of ancient times. While a fairly well-established science, its popularity always tended to wane and rise periodically.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] ðîæäåí[_] ïîä çíàêîì Âîäîëåÿ, ÷òî îáû÷íî îòîæäåñòâëÿþò ñ ýêñòðàâåðñèåé è ýêñöåíòðè÷íîñòüþ.\nÑ÷èòàåòñÿ, ÷òî àñòðîëîãèÿ ïîÿâèëàñü â äðåâíåì Âàâèëîíå, à ïîòîì áûëà ðàçâèòà ãðåêàìè è ðèìëÿíàìè. Êàê íàóêà îíà âðåìÿ îò âðåìåíè îáðåòàåò ïîïóëÿðíîñòü ñðåäè øèðîêèõ ìàññ íàñåëåíèÿ.;;x
zodiac_aries;Aries;;;;;;;;;;;Îâåí;;x
zodiac_aries_desc;This [GetGirlWomanBoyMan] was born under the sign of Aries, which is commonly associated with fierceness and honesty.\nOriginally developed by the Babylonians, Astrology was later adopted by the Greeks and Romans of ancient times. While a fairly well-established science, its popularity always tended to wane and rise periodically.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] ðîæäåí[_] ïîä çíàêîì Îâíà, ÷òî îáû÷íî îòîæäåñòâëÿþò ñ áóéíûì íðàâîì è ÷åñòíîñòüþ.\nÑ÷èòàåòñÿ, ÷òî àñòðîëîãèÿ ïîÿâèëàñü â äðåâíåì Âàâèëîíå, à ïîòîì áûëà ðàçâèòà ãðåêàìè è ðèìëÿíàìè. Êàê íàóêà îíà âðåìÿ îò âðåìåíè îáðåòàåò ïîïóëÿðíîñòü ñðåäè øèðîêèõ ìàññ íàñåëåíèÿ.;;x
zodiac_cancer;Cancer;;;;;;;;;;;Ðàê;;x
zodiac_cancer_desc;This [GetGirlWomanBoyMan] was born under the sign of Cancer, which is commonly associated with tenacity and introspection.\nOriginally developed by the Babylonians, Astrology was later adopted by the Greeks and Romans of ancient times. While a fairly well-established science, its popularity always tended to wane and rise periodically.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] ðîæäåí[_] ïîä çíàêîì Ðàêà, ÷òî îáû÷íî îòîæäåñòâëÿþò ñ èíòðîñïåêöèåé è óïîðñòâîì.\nÑ÷èòàåòñÿ, ÷òî àñòðîëîãèÿ ïîÿâèëàñü â äðåâíåì Âàâèëîíå, à ïîòîì áûëà ðàçâèòà ãðåêàìè è ðèìëÿíàìè. Êàê íàóêà îíà âðåìÿ îò âðåìåíè îáðåòàåò ïîïóëÿðíîñòü ñðåäè øèðîêèõ ìàññ íàñåëåíèÿ.;;x
zodiac_capricorn;Capricorn;;;;;;;;;;;Êîçåðîã;;x
zodiac_capricorn_desc;This [GetGirlWomanBoyMan] was born under the sign of Capricorn, which is commonly associated with curiosity and steadiness.\nOriginally developed by the Babylonians, Astrology was later adopted by the Greeks and Romans of ancient times. While a fairly well-established science, its popularity always tended to wane and rise periodically.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] ðîæäåí[_] ïîä çíàêîì Êîçåðîãà, ÷òî îáû÷íî îòîæäåñòâëÿþò ñ ëþáîïûòñòâîì è íåïðåêëîííîñòüþ.\nÑ÷èòàåòñÿ, ÷òî àñòðîëîãèÿ ïîÿâèëàñü â äðåâíåì Âàâèëîíå, à ïîòîì áûëà ðàçâèòà ãðåêàìè è ðèìëÿíàìè. Êàê íàóêà îíà âðåìÿ îò âðåìåíè îáðåòàåò ïîïóëÿðíîñòü ñðåäè øèðîêèõ ìàññ íàñåëåíèÿ.;;x
zodiac_gemini;Gemini;;;;;;;;;;;Áëèçíåöû;;x
zodiac_gemini_desc;This [GetGirlWomanBoyMan] was born under the sign of Gemini, which is commonly associated with versatility and fickleness.\nOriginally developed by the Babylonians, Astrology was later adopted by the Greeks and Romans of ancient times. While a fairly well-established science, its popularity always tended to wane and rise periodically.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] ðîæäåí[_] ïîä çíàêîì Áëèçíåöîâ, ÷òî îáû÷íî îòîæäåñòâëÿþò ñ ãèáêîñòüþ è íåïîñòîÿíñòâîì.\nÑ÷èòàåòñÿ, ÷òî àñòðîëîãèÿ ïîÿâèëàñü â äðåâíåì Âàâèëîíå, à ïîòîì áûëà ðàçâèòà ãðåêàìè è ðèìëÿíàìè. Êàê íàóêà îíà âðåìÿ îò âðåìåíè îáðåòàåò ïîïóëÿðíîñòü ñðåäè øèðîêèõ ìàññ íàñåëåíèÿ.;;x
zodiac_leo;Leo;;;;;;;;;;;Ëåâ;;x
zodiac_leo_desc;This [GetGirlWomanBoyMan] was born under the sign of Leo, which is commonly associated with fervor and pride.\nOriginally developed by the Babylonians, Astrology was later adopted by the Greeks and Romans of ancient times. While a fairly well-established science, its popularity always tended to wane and rise periodically.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] ðîæäåí[_] ïîä çíàêîì Ëüâà, ÷òî îáû÷íî îòîæäåñòâëÿþò ñ ïûëêèì íðàâîì è ãîðäîñòüþ.\nÑ÷èòàåòñÿ, ÷òî àñòðîëîãèÿ ïîÿâèëàñü â äðåâíåì Âàâèëîíå, à ïîòîì áûëà ðàçâèòà ãðåêàìè è ðèìëÿíàìè. Êàê íàóêà îíà âðåìÿ îò âðåìåíè îáðåòàåò ïîïóëÿðíîñòü ñðåäè øèðîêèõ ìàññ íàñåëåíèÿ.;;x
zodiac_libra;Libra;;;;;;;;;;;Âåñû;;x
zodiac_libra_desc;This [GetGirlWomanBoyMan] was born under the sign of Libra, which is commonly associated with fairness and moderation.\nOriginally developed by the Babylonians, Astrology was later adopted by the Greeks and Romans of ancient times. While a fairly well-established science, its popularity always tended to wane and rise periodically.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] ðîæäåí[_] ïîä çíàêîì Âåñîâ, ÷òî îáû÷íî îòîæäåñòâëÿþò ñ óìåðåííîñòüþ è ñïðàâåäëèâîñòüþ.\nÑ÷èòàåòñÿ, ÷òî àñòðîëîãèÿ ïîÿâèëàñü â äðåâíåì Âàâèëîíå, à ïîòîì áûëà ðàçâèòà ãðåêàìè è ðèìëÿíàìè. Êàê íàóêà îíà âðåìÿ îò âðåìåíè îáðåòàåò ïîïóëÿðíîñòü ñðåäè øèðîêèõ ìàññ íàñåëåíèÿ.;;x
zodiac_pisces;Pisces;;;;;;;;;;;Ðûáû;;x
zodiac_pisces_desc;This [GetGirlWomanBoyMan] was born under the sign of Pisces, which is commonly associated with introversion and compassion.\nOriginally developed by the Babylonians, Astrology was later adopted by the Greeks and Romans of ancient times. While a fairly well-established science, its popularity always tended to wane and rise periodically.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] ðîæäåí[_] ïîä çíàêîì Ðûá, ÷òî îáû÷íî îòîæäåñòâëÿþò ñ èíòðîâåðñèåé è ñî÷óâñòâèåì.\nÑ÷èòàåòñÿ, ÷òî àñòðîëîãèÿ ïîÿâèëàñü â äðåâíåì Âàâèëîíå, à ïîòîì áûëà ðàçâèòà ãðåêàìè è ðèìëÿíàìè. Êàê íàóêà îíà âðåìÿ îò âðåìåíè îáðåòàåò ïîïóëÿðíîñòü ñðåäè øèðîêèõ ìàññ íàñåëåíèÿ.;;x
zodiac_sagittarius;Sagittarius;;;;;;;;;;;Ñòðåëåö;;x
zodiac_sagittarius_desc;This [GetGirlWomanBoyMan] was born under the sign of Sagittarius, which is commonly associated with dynamism and charisma.\nOriginally developed by the Babylonians, Astrology was later adopted by the Greeks and Romans of ancient times. While a fairly well-established science, its popularity always tended to wane and rise periodically.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] ðîæäåí[_] ïîä çíàêîì Ñòðåëüöà, ÷òî îáû÷íî îòîæäåñòâëÿþò ñ ïîäâèæíîñòüþ è õàðèçìîé.\nÑ÷èòàåòñÿ, ÷òî àñòðîëîãèÿ ïîÿâèëàñü â äðåâíåì Âàâèëîíå, à ïîòîì áûëà ðàçâèòà ãðåêàìè è ðèìëÿíàìè. Êàê íàóêà îíà âðåìÿ îò âðåìåíè îáðåòàåò ïîïóëÿðíîñòü ñðåäè øèðîêèõ ìàññ íàñåëåíèÿ.;;x
zodiac_scorpio;Scorpio;;;;;;;;;;;Ñêîðïèîí;;x
zodiac_scorpio_desc;This [GetGirlWomanBoyMan] was born under the sign of Scorpio, which is commonly associated with secretiveness and stubbornness.\nOriginally developed by the Babylonians, Astrology was later adopted by the Greeks and Romans of ancient times. While a fairly well-established science, its popularity always tended to wane and rise periodically.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] ðîæäåí[_] ïîä çíàêîì Ñêîðïèîíà, ÷òî îáû÷íî îòîæäåñòâëÿþò ñ óïðÿìñòâîì è ñêðûòíîñòüþ.\nÑ÷èòàåòñÿ, ÷òî àñòðîëîãèÿ ïîÿâèëàñü â äðåâíåì Âàâèëîíå, à ïîòîì áûëà ðàçâèòà ãðåêàìè è ðèìëÿíàìè. Êàê íàóêà îíà âðåìÿ îò âðåìåíè îáðåòàåò ïîïóëÿðíîñòü ñðåäè øèðîêèõ ìàññ íàñåëåíèÿ.;;x
zodiac_taurus;Taurus;;;;;;;;;;;Òåëåö;;x
zodiac_taurus_desc;This [GetGirlWomanBoyMan] was born under the sign of Taurus, which is commonly associated with perseverance and determination.\nOriginally developed by the Babylonians, Astrology was later adopted by the Greeks and Romans of ancient times. While a fairly well-established science, its popularity always tended to wane and rise periodically.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] ðîæäåí[_] ïîä çíàêîì Òåëüöà, ÷òî îáû÷íî îòîæäåñòâëÿþò ñ íàñòîé÷èâîñòüþ è ðåøèòåëüíîñòüþ.\nÑ÷èòàåòñÿ, ÷òî àñòðîëîãèÿ ïîÿâèëàñü â äðåâíåì Âàâèëîíå, à ïîòîì áûëà ðàçâèòà ãðåêàìè è ðèìëÿíàìè. Êàê íàóêà îíà âðåìÿ îò âðåìåíè îáðåòàåò ïîïóëÿðíîñòü ñðåäè øèðîêèõ ìàññ íàñåëåíèÿ.;;x
zodiac_virgo;Virgo;;;;;;;;;;;Äåâà;;x
zodiac_virgo_desc;This [GetGirlWomanBoyMan] was born under the sign of Virgo, which is commonly associated with diligence and humility.\nOriginally developed by the Babylonians, Astrology was later adopted by the Greeks and Romans of ancient times. While a fairly well-established science, its popularity always tended to wane and rise periodically.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] ðîæäåí[_] ïîä çíàêîì Äåâû, ÷òî îáû÷íî îòîæäåñòâëÿþò ñ ïðèëåæíîñòüþ è ñêðîìíîñòüþ.\nÑ÷èòàåòñÿ, ÷òî àñòðîëîãèÿ ïîÿâèëàñü â äðåâíåì Âàâèëîíå, à ïîòîì áûëà ðàçâèòà ãðåêàìè è ðèìëÿíàìè. Êàê íàóêà îíà âðåìÿ îò âðåìåíè îáðåòàåò ïîïóëÿðíîñòü ñðåäè øèðîêèõ ìàññ íàñåëåíèÿ.;;x
zun_leader;Scorcher;;;;;;;;;;;Âûæèãàòåëü[____];;x
zun_leader_desc;This [GetGirlWomanBoyMan] works well with siege weapons and is fast on [GetHerHis] feet, easily traversing both mountain and desert.;;;;;;;;;;;Ýò[_îò] [__ïåðñîíàæ] óìååò îáðàùàòüñÿ ñ îñàäíûìè îðóäèÿìè è ñïîñîá[_åí] áûñòðî ïåðåìåùàòüñÿ ÷åðåç ãîðû èëè ïî ïóñòûíå.;;x
