#CODE;ENGLISH;;;;;;;;;;;RUSSIAN;;x
evt_ambition_001_desc_a;"The art of leading men into battle has always fascinated you. To study this critical science, you have ordered the construction of a miniature army in wood. Dear [Root.Spouse.GetFirstName] scoffs at you for playing with ""toys,"" but truly, what do womenfolk know of war?";;;;;;;;;;;"Óìåíèå âåñòè ëþäåé â áîé âñåãäà âîñõèùàëî Âàñ. Äëÿ èçó÷åíèÿ ýòîé íàóêè, Âû çàêàçàëè ìèíèàòþðíóþ àðìèþ èç äåðåâà. [Root.Spouse.GetFirstName] âûñìåèâàåò Âàñ çà èãðó â ""ñîëäàòèêè"", íî ÷òî [Root.Spouse.GeSheHe] ïîíèìàåò â âîéíå?";;x
evt_ambition_002_desc_a;You have learned of other enthusiasts in [Root.Location.GetName] who share your interest in miniature armies and pitting them against each other in glorious battle. They will soon be holding a tournament to establish once and for all who the greatest general is. Perhaps you should grace them with your presence?;;;;;;;;;;;Âû óçíàëè î äðóãèõ ýíòóçèàñòàõ îêðóãà [Root.Location.GetName], êîòîðûå ðàçäåëÿþò Âàøè èíòåðåñû â ìèíèàòþðíûõ àðìèÿõ è èñïîëüçóþò èõ â ñëàâíûõ áèòâàõ äðóã ïðîòèâ äðóãà. Îíè ñêîðî ïðîâåäóò òóðíèð, ÷òîáû îïðåäåëèòü ëó÷øåãî ãåíåðàëà. Âîçìîæíî Âàì ñëåäóåò óêðàñèòü èõ òóðíèð ñâîèì ïðèñóòñòâèåì?;;x
evt_ambition_003_desc_a;You make your way to the small hovel where the gaming enthusiasts have gathered. Your bodyguards kick open the shack's ramshackle door and announce your presence to the bewildered peasant teenagers inside. They are already sitting around a table, in the midst of a battle with their own painted little armies.;;;;;;;;;;;Âû çàêîí÷èëè ñâîé ïóòü îêîëî íåáîëüøîé õèæèíû. Âàøà îõðàíà óäàðîì íîãè âûáèëà äâåðü âåòõîé ëà÷óãè è îáúÿâèëà î Âàøåì ïðèñóòñòâèè óäèâë¸ííûì êðåñòüÿíñêèì äåòÿì. Îíè óæå ñèäåëè çà ñòîëîì, â ñàìîì ðàçãàðå áèòâû ñ ñîáñòâåííûìè ðàñêðàøåííûìè àðìèÿìè.;;x
evt_ambition_004_desc_a;"As your armored guards stand at silent attention along the walls of the hut, you do battle with your wooden army. The dice do not roll your way, but at least you have gained several valuable tactical insights. With his miniature cavalry surrounding the last of your army, one of the trembling teenagers asks in a meek voice:\n ""D-do you y-yield, m'lord?""";;;;;;;;;;;"Ïîêà Âàøà ñòðàæà ñòîÿëà âäîëü ñòåíû, Âû ñðàæàëèñü äåðåâÿííûì âîéñêîì. Êîñòè âûïàëè íåóäà÷íî, íî Âû ïðèäóìàëè íåñêîëüêî òàêòè÷åñêèõ õîäîâ. Â òî âðåìÿ, êàê êîííèöà îêðóæèëà ïîñëåäíèå îòðÿäû Âàøåé àðìèè, îäèí èç äðîæàùèõ ïîäðîñòêîâ ñïðîñèë:\n""Ñ-ñäàåòåñü, [Root.PrimaryTitle.GetFOA]?""";;x
evt_ambition_004_desc_b;As your armored guards stand at silent attention along the walls of the hut, you do battle with your wooden army. The dice roll your way and soon your army is the last to remain standing on the table. The frightened striplings watch in silence as you gather up your wooden soldiers and turn to leave with your bodyguard.;;;;;;;;;;;Ïîêà Âàøà ñòðàæà ñòîÿëà âäîëü ñòåíû, Âû ñðàæàëèñü äåðåâÿííîé àðìèåé. Êîñòè ñäåëàëè ñâî¸ äåëî è âñêîðå íà ñòîëå îñòàëèñü òîëüêî Âàøè âîéñêà. Ïåðåïóãàííûå ïîäðîñòêè ìîë÷àëèâî ñìîòðåëè, êàê Âû ñîáðàëè ñâîèõ ñîëäàòèêîâ è âìåñòå ñî ñòðàæåé ïîêèíóëè èõ.;;x
evt_ambition_005_desc_a;As you make your way home late one night escorted by your bodyguard, you run into several drunken peasants having a fistfight in the middle of the street. Your guards attempt to steer you away, but you have an idea. Would this not be a perfect sparring opportunity in which to improve your martial ability?;;;;;;;;;;;Ñîïðîâîæäàåìûå ñâîåé ñòðàæåé äîìîé ãëóáîêîé íî÷üþ, Âû íàòêíóëèñü íà êóëà÷íûé áîé. Ñòðàæà ïûòàëàñü óâåñòè Âàñ, íî Âàì íà óì ïðèøëà èäåÿ. Ðàçâå ýòî íå áóäåò ïðåêðàñíîé âîçìîæíîñòüþ ïîó÷àñòâîâàòü â äðàêå è óëó÷øèòü ñâîè íàâûêè?;;x
evt_ambition_006_desc_a;After ordering your guards back, you join the wild melee. You get several blows in before the ruffians react to your presence, but things go poorly when you fight one of them on even terms. Soon you lie bruised in the mud, with the taste of blood in your mouth. Your smiling opponent offers his hand to help you up.;;;;;;;;;;;Ïðèêàçàâ ñòðàæå îòîéòè íàçàä, Âû ïðèñîåäèíèëèñü ê äðàêå. Âû ïîëó÷èëè íåñêîëüêî óäàðîâ, ïðåæäå ÷åì õóëèãàíû óâèäåëè Âàñ, íî äåëà ïîøëè õóæå, êîãäà Âû ñòàëè ñðàæàòüñÿ íà ðàâíûõ. Âñêîðå Âû îêàçàëèñü â ãðÿçè, ñ ñèíÿêàìè è ïðèâêóñîì êðîâè âî ðòó. Âàø ïðîòèâíèê óõìûëüíóëñÿ è ïîäàë ðóêó, ÷òîáû ïîìî÷ü âñòàòü.;;x
evt_ambition_006_desc_b;After ordering your guards back, you join the wild melee. As the ruffians become aware of your presence they gang up on you, but you are still able to hold your own. You dodge their blows and land several of your own. Soon the peasants are lying unconscious at your feet in the mud.;;;;;;;;;;;Ïðèêàçàâ ñòðàæå îòîéòè íàçàä, Âû ïðèñîåäèíèëèñü ê äðàêå. Êîãäà õóëèãàíàì ñòàëî èçâåñòíî î Âàøåì ïðèñóòñòâèè îíè íàáðîñèëèñü íà Âàñ, íî Âû óñòîÿëè. Óâåðíóâøèñü îò èõ óäàðîâ, Âû íàíåñëè ñîáñòâåííûå. Âñêîðå îíè âñå ëåæàëè ó Âàøèõ íîã â ãðÿçè.;;x
EVTDESC94010;It is rumored that a great warrior from the distant east is currently passing through [Root.Location.GetName]. He is said to have taken part in a hundred battles or more, and his legendary fighting skills are supposedly without peer. Perhaps he could be persuaded to pass on some of his knowledge to you...;;;;;;;;;;;Õîäÿò ñëóõè, ÷òî âåëèêèé âîèí ñ âîñòîêà ïóòåøåñòâóåò ìèìî ãîðîäà [Root.Location.GetName]. Ãîâîðÿò îí ó÷àñòâîâàë â áîëåå ÷åì ñîòíå ñðàæåíèé, à åãî ëåãåíäàðíûå áîåâûå íàâûêè íå èìåþò ñåáå ðàâíûõ. Âîçìîæíî, ÿ ñìîãó ó íåãî ÷åìó-ëèáî íàó÷èòüñÿ...;;x
EVTDESC94011;After a long search you find the fabled warrior you had been looking for at a local inn. Reeking of spirits, the old man is soundly asleep under a table. His sword is of an unfamiliar make and the man's appearance certainly betrays his eastern origins, but could this really be the legendary fighter you seek? The innkeeper will not let him leave until someone pays his bill.;;;;;;;;;;;Ïîñëå äîëãèõ è óïîðíûõ ïîèñêîâ Âû íàøëè ëåãåíäàðíîãî âîèíà íà ïîñòîÿëîì äâîðå. Ïðîïàõøèé âèíîì ñòàðèê ñïàë ïîä ñòîëîì. Åãî ìå÷ íåèçâåñòíîé âûäåëêè è âíåøíèé âèä ãîâîðÿò, ÷òî îí ñ Âîñòîêà, íî äåéñòâèòåëüíî ëè îí òîò ëåãåíäàðíûé âîèí, êîòîðîãî Âû èùåòå? Õîçÿèí äâîðà íå îòïóñòèò åãî, ïîêà êòî-òî íå ðàñïëàòèòñÿ çà íåãî.;;x
