HF_201_DESC;As you hold little [child_of_destiny.GetFirstName] in your arms you feel something ominous eminate from [child_of_destiny.GetHerHis] tiny eyes. They are not filled with the glee of a newborn babe, but with the determined ambition of a warrior... You are sure it is nothing, but the [Root.Religion.GetPriestTitle] who delivered [child_of_destiny.GetHerHim] did claim the night of [child_of_destiny.GetHerHis] birth unusual somehow, blessed perhaps? Although some would call it folly, you remember the night as one bearing prophecy.\n\nAs you put [child_of_destiny.GetFirstName] back to bed, a shiver runs down your spine – in your mind's eye, an image of the world changing flashes past, where great kings bend the knee to your [child_of_destiny.GetDaughterSon].\n\nPerhaps it is time for you to go to bed, too.;;;;;;;;;;;Âàø[child_of_destiny.GetEndA] [child_of_destiny.GetSonDaughter] [child_of_destiny.GetFirstName] âåñüìà íåîáû÷íûé ðåá¸íîê. Êîãäà Âû áðàëè [child_of_destiny.GetHersHis] íà ðóêè, Âû çàìåòèëè â [child_of_destiny.GetHersHis] ìàëåíüêèõ ãëàçêàõ íå÷òî çëîâåùåå. Ýòîò âçãëÿä... Îí ïðèíàäëåæàë íå ìëàäåíöó, íî àìáèöèîçíîìó âîèíó. Âîçìîæíî, ýòî ïðîñòî äîñóæèå äîìûñëû, íî [Root.Religion.GetPriestTitle], ïðèñóòñòâîâàâøèé ïðè [child_of_destiny.GetHersHis] ðîæäåíèè óòâåðæäàåò, ÷òî íî÷ü, â êîòîðóþ [child_of_destiny.GetSheHe] ïîÿâè[child_of_destiny.GetLasLsya] íà ñâåò, áûëà î÷åíü ñòðàííîé, íàïîìèíàþùåé î ïðîðî÷åñòâå.\nÂû äî ñèõ ïîð ïîìíèòå òîò ìîìåíò, êîãäà â ïåðâûé ðàç ïîëîæèëè [child_of_destiny.GetHersHis] â êîëûáåëü. Äðîæü ïðîáåæàëà ïî âñåìó òåëó, è âèäåíèå, ÿñíîå êàê äåíü, âîçíèêëî ïåðåä Âàøèìè ãëàçàìè, êàê ÿðêîå âîñïîìèíàíèå, íî î áóäóùåì ýòîãî ìèðà, è êàê âåëèêèå ïðàâèòåëè ïðåêëîíÿþòñÿ ïåðåä Âàø[child_of_destiny.GetEyIm] [child_of_destiny.GetSonDaughterINS].;;x
HF_201_OPTA;Perhaps the world will change?;;;;;;;;;;;Âîçìîæíî, [child_of_destiny.GetSheHe] èçìåíèò ìèð.;;x
HF_201_TITLE;Child of Destiny;;;;;;;;;;;M[child_of_destiny.GetOyaOy] [child_of_destiny.GetSonDaughter] - äèòÿ Ïðåäíàçíà÷åíèÿ?;;x
HF_211_DESC;Lying in the crib, I hear a slithering presence drawing closer and closer... What could this be, a friend? A foe? Before long, a hissing head peeks up over the edge. With glaring eyes and searching tongue, it moves towards me...;;;;;;;;;;;Ëåæà â êðîâàòêå, ÿ ñëûøó, êàê ñêîëüçêîå ñóùåñòâî ïðèáëèæàåòñÿ âñ¸ áëèæå è áëèæå... ×òî ýòî ìîæåò áûòü, äðóã? Âðàã? Âñêîðå èç-çà êðàÿ âûãëÿäûâàåò øèïÿùàÿ ãîëîâà ñ áëåñòÿùèìè ãëàçàìè è äëèííûì ÿçûêîì. Îíà äâèæåòñÿ êî ìíå...;;x
HF_211_OPTA;Grab it by the neck and squeeze it hard, until it stops moving!;;;;;;;;;;;Ñõâàòèòü åãî çà øåþ è ñæèìàòü, ïîêà îíî íå ïåðåñòàíåò äâèãàòüñÿ!;;x
HF_211_OPTB;You are cold, but here it is warm. Please, share my blanket.;;;;;;;;;;;Âïóñòèòü õîëîäíîå ñóùåñòâî ïîä îäåÿëî, ÷òîáû ñîãðåòü.;;x
HF_212_DESC;As I check on little [child_of_destiny.GetFirstName], I am terrified to discover a snake in [child_of_destiny.GetHerHis] crib! Fortunately the snake is dead, but who killed it? It surely could not have been [child_of_destiny.GetFirstName]? I better keep an eye out...;;;;;;;;;;;Ðåøèâ ïðîâåðèòü, êàê òàì ìàëåíüê[child_of_destiny.GetAyaIy] [child_of_destiny.GetFirstName], ÿ ñ óæàñîì îáíàðóæèë[Root.GetEndA] â [child_of_destiny.GetHersHis] êðîâàòêå çìåþ! Ê ñ÷àñòüþ, çìåÿ ìåðòâà, íî êòî å¸ óáèë? Ìíå ëó÷øå áûòü íà÷åêó...;;x
HF_213_DESC;As I check on little [child_of_destiny.GetFirstName], I am terrified to discover a snake in [child_of_destiny.GetHerHis] crib! Fortunately the snake seems to be sleeping, cuddled up next to [child_of_destiny.GetFirstName]. I quickly have a guard dispose of the serpent, though how did it manage to get in there?;;;;;;;;;;;Ðåøèâ ïðîâåðèòü, êàê òàì ìàëåíüê[child_of_destiny.GetAyaIy] [child_of_destiny.GetFirstName], ÿ ñ óæàñîì îáíàðóæèë[Root.GetEndA] â [child_of_destiny.GetHersHis] êðîâàòêå çìåþ! Ê ñ÷àñòüþ, æóòêîå ñóùåñòâî íå äâèãàëîñü, à ñïàëî, ïðèæàâøèñü ê ðåá¸íêó. Ñòðàæíèê, ñîïðîâîæäàâøèé ìåíÿ, áûñòðî ñðåàãèðîâàë, è èçáàâèëñÿ îò ýòîé çìåè, íî êàê îíà âîîáùå ñþäà ïîïàëà?;;x
HF_214_DESC;As I check on little [child_of_destiny.GetFirstName], I am terrified to discover a snake in [child_of_destiny.GetHerHis] crib! The serpent hisses at me, the body of little [child_of_destiny.GetFirstName] lying next to it. [child_of_destiny.GetHerHisCap] tiny body is still, bloated with poison. Who would do this to such a small child?;;;;;;;;;;;Ðåøèâ ïðîâåðèòü, êàê òàì ìàëåíüê[child_of_destiny.GetAyaIy] [child_of_destiny.GetFirstName], Âû ñ óæàñîì îáíàðóæèëè çìåþ â [child_of_destiny.GetHersHis] êðîâàòêå! Çìåÿ çàøèïåëà íà Âàñ, èçâèâàÿñü ðÿäîì ñ íåïîäâèæíûì òåëüöåì ðåá¸íêà.;;x
HF_215_DESC;To keep an eye on me, the servant placed me on a table in the busy cookery. At the end of my table I see [spymaster_target.GetJobTitle] [spymaster_target.GetFirstName] mixing two vials together. As [spymaster_target.GetSheHe] turns [spymaster_target.GetHerHis] back to me, I crawl forward and grab the vial. It smells sweet! I down it all in one go. [spymaster_target.GetFirstName] turns back with a terrified expression on [spymaster_target.GetHerHis] face.;;;;;;;;;;;×òîáû ïðèñìàòðèâàòü çà ìíîé, ñëóæàíêà ïîëîæèëà ìåíÿ íà ñòîë â îæèâë¸ííîé êóõíå. ß çàìåòèë[Root.GetEndA], êàê [spymaster_target.GetJobTitle] [spymaster_target.GetFirstName], ñìåøèâàåò ñîäåðæèìîå äâóõ ïðîáèðîê íà äðóãîì êîíöå ñòîëà. Êîãäà [spymaster_target.GetSheHe] ïîâåðíó[spymaster_target.GetLasLsya] êî ìíå ñïèíîé, ÿ ïîäïîëç[Root.GetNoneE] âïåð¸ä è ñõâàòèë[Root.GetEndA] ïóçûð¸ê. Îí ñëàäêî ïàõíåò! Îäíèì ãëîòêîì ÿ âûïèë[Root.GetEndA] âñ¸ ñîäåðæèìîå. [spymaster_target.GetFirstName] îáåðíó[spymaster_target.GetLasLsya]. Ó í[spymaster_target.GetHersHis] èñïóãàííîå ëèöî.;;x
